,Accuracy
253,72.72727272727273
254,73.68421052631578
255,73.68421052631578
256,69.377990430622
257,69.377990430622
258,68.89952153110048
259,72.24880382775119
260,72.24880382775119
261,72.72727272727273
262,69.377990430622
263,73.68421052631578
264,71.77033492822966
265,67.94258373205741
266,75.11961722488039
267,70.81339712918661
268,73.68421052631578
269,71.29186602870813
270,66.50717703349282
271,66.98564593301435
272,69.377990430622
273,67.46411483253588
274,67.46411483253588
275,69.85645933014354
276,71.77033492822966
277,67.94258373205741
278,73.68421052631578
279,69.377990430622
280,72.72727272727273
281,72.72727272727273
282,69.377990430622
283,67.46411483253588
284,69.377990430622
285,71.77033492822966
286,72.24880382775119
287,71.77033492822966
288,68.89952153110048
289,66.98564593301435
290,73.20574162679426
291,72.24880382775119
292,73.68421052631578
293,70.33492822966507
294,72.72727272727273
295,74.16267942583733
296,72.72727272727273
297,71.77033492822966
298,71.29186602870813
299,69.377990430622
300,73.20574162679426
301,72.72727272727273
302,72.72727272727273
303,72.72727272727273
304,70.81339712918661
305,67.94258373205741
306,73.20574162679426
307,67.46411483253588
308,72.24880382775119
309,73.20574162679426
310,68.89952153110048
311,72.24880382775119
312,68.42105263157895
313,68.42105263157895
314,72.24880382775119
315,72.24880382775119
316,74.16267942583733
317,73.20574162679426
318,67.94258373205741
319,68.42105263157895
320,72.72727272727273
321,76.07655502392345
322,72.24880382775119
323,67.94258373205741
324,66.98564593301435
325,70.81339712918661
326,71.77033492822966
327,66.50717703349282
328,69.377990430622
329,67.94258373205741
330,72.72727272727273
331,72.24880382775119
332,73.20574162679426
333,67.94258373205741
334,69.85645933014354
335,68.42105263157895
336,67.94258373205741
337,71.77033492822966
338,67.46411483253588
339,70.33492822966507
340,72.72727272727273
341,73.68421052631578
342,68.89952153110048
343,66.50717703349282
344,67.94258373205741
345,73.20574162679426
346,68.89952153110048
347,68.89952153110048
348,73.20574162679426
349,73.68421052631578
350,67.94258373205741
351,69.377990430622
352,71.77033492822966
353,72.72727272727273
354,67.94258373205741
355,71.29186602870813
356,67.94258373205741
357,71.77033492822966
358,68.89952153110048
359,71.77033492822966
360,67.94258373205741
361,68.89952153110048
362,71.77033492822966
363,73.20574162679426
364,68.89952153110048
365,72.72727272727273
366,71.29186602870813
367,73.68421052631578
368,70.33492822966507
369,72.72727272727273
370,69.377990430622
371,68.42105263157895
372,71.77033492822966
373,70.33492822966507
374,68.89952153110048
375,72.72727272727273
376,68.42105263157895
377,73.68421052631578
378,72.24880382775119
379,73.20574162679426
380,72.24880382775119
381,74.16267942583733
382,67.94258373205741
383,73.68421052631578
384,68.42105263157895
385,71.77033492822966
386,66.98564593301435
387,67.94258373205741
388,72.24880382775119
389,67.46411483253588
390,67.94258373205741
391,72.72727272727273
392,68.42105263157895
393,68.89952153110048
394,72.72727272727273
395,67.94258373205741
396,70.81339712918661
397,68.89952153110048
398,71.77033492822966
399,66.98564593301435
400,72.72727272727273
401,66.98564593301435
402,74.64114832535886
403,67.94258373205741
404,69.85645933014354
405,66.50717703349282
406,69.85645933014354
407,71.77033492822966
408,67.94258373205741
409,72.72727272727273
410,73.20574162679426
411,73.68421052631578
412,71.77033492822966
413,72.72727272727273
414,69.377990430622
415,72.24880382775119
416,73.68421052631578
417,73.68421052631578
418,72.24880382775119
419,68.42105263157895
420,66.98564593301435
421,67.94258373205741
422,72.72727272727273
423,67.46411483253588
424,70.81339712918661
425,73.20574162679426
426,71.29186602870813
427,67.94258373205741
428,67.46411483253588
429,73.20574162679426
430,69.377990430622
431,66.02870813397129
432,69.85645933014354
433,69.85645933014354
434,68.42105263157895
435,67.46411483253588
436,68.89952153110048
437,71.77033492822966
438,69.377990430622
439,67.46411483253588
440,72.24880382775119
441,68.42105263157895
442,70.81339712918661
443,69.377990430622
444,70.81339712918661
445,72.72727272727273
446,73.20574162679426
447,66.98564593301435
448,69.377990430622
449,69.377990430622
450,70.81339712918661
451,72.72727272727273
452,72.72727272727273
453,72.72727272727273
454,73.20574162679426
455,73.68421052631578
456,69.85645933014354
457,69.85645933014354
458,71.77033492822966
459,67.94258373205741
460,68.89952153110048
461,74.64114832535886
462,73.20574162679426
463,68.89952153110048
464,68.42105263157895
465,74.16267942583733
466,74.16267942583733
467,66.98564593301435
468,69.377990430622
469,72.72727272727273
470,68.89952153110048
471,69.85645933014354
472,73.20574162679426
473,73.68421052631578
474,68.42105263157895
475,71.29186602870813
476,72.72727272727273
477,73.20574162679426
478,68.89952153110048
479,67.46411483253588
480,66.98564593301435
481,67.94258373205741
482,72.72727272727273
483,72.24880382775119
484,71.29186602870813
485,67.94258373205741
486,69.85645933014354
487,73.20574162679426
488,68.89952153110048
489,72.72727272727273
490,74.64114832535886
491,72.24880382775119
492,72.72727272727273
493,71.77033492822966
494,73.20574162679426
495,71.77033492822966
496,69.377990430622
497,73.20574162679426
498,73.68421052631578
499,75.11961722488039
500,67.46411483253588
501,73.68421052631578
502,71.29186602870813
503,74.16267942583733
504,68.89952153110048
505,71.77033492822966
506,73.20574162679426
507,76.55502392344498
508,72.24880382775119
509,66.98564593301435
510,71.77033492822966
511,67.46411483253588
512,68.89952153110048
513,71.77033492822966
514,72.72727272727273
515,71.29186602870813
516,72.72727272727273
517,67.94258373205741
518,70.81339712918661
519,66.50717703349282
520,66.98564593301435
521,73.20574162679426
522,72.24880382775119
523,74.64114832535886
524,71.29186602870813
525,72.24880382775119
526,70.33492822966507
527,69.377990430622
528,67.94258373205741
529,72.72727272727273
530,68.42105263157895
531,67.46411483253588
532,69.377990430622
533,66.98564593301435
534,72.72727272727273
535,72.72727272727273
536,67.94258373205741
537,68.89952153110048
538,72.24880382775119
539,73.20574162679426
540,73.68421052631578
541,66.98564593301435
542,71.77033492822966
543,66.98564593301435
544,71.29186602870813
545,70.81339712918661
546,71.77033492822966
547,73.20574162679426
548,72.24880382775119
549,70.81339712918661
550,69.85645933014354
551,72.72727272727273
552,68.89952153110048
553,67.94258373205741
554,68.89952153110048
555,71.77033492822966
556,72.72727272727273
557,67.94258373205741
558,73.20574162679426
559,70.33492822966507
560,73.68421052631578
561,68.42105263157895
562,66.98564593301435
563,69.377990430622
564,69.85645933014354
565,68.89952153110048
566,68.89952153110048
567,68.89952153110048
568,69.377990430622
569,73.20574162679426
570,73.20574162679426
571,73.20574162679426
572,68.42105263157895
573,72.24880382775119
574,69.85645933014354
575,70.33492822966507
576,70.81339712918661
577,71.77033492822966
578,69.377990430622
579,72.24880382775119
580,72.24880382775119
581,68.42105263157895
582,72.24880382775119
583,67.94258373205741
584,71.29186602870813
585,72.72727272727273
586,71.29186602870813
587,71.77033492822966
588,70.81339712918661
589,67.94258373205741
590,71.77033492822966
591,68.89952153110048
592,72.72727272727273
593,68.89952153110048
594,68.42105263157895
595,73.68421052631578
596,72.24880382775119
597,74.16267942583733
598,66.02870813397129
599,73.20574162679426
600,73.20574162679426
601,68.89952153110048
602,67.46411483253588
603,69.377990430622
604,68.42105263157895
605,69.85645933014354
606,68.89952153110048
607,69.377990430622
608,73.20574162679426
609,70.33492822966507
610,74.16267942583733
611,70.33492822966507
612,70.81339712918661
613,66.50717703349282
614,69.85645933014354
615,73.68421052631578
616,66.98564593301435
617,69.85645933014354
618,68.42105263157895
619,73.68421052631578
620,73.20574162679426
621,67.94258373205741
622,73.68421052631578
623,73.68421052631578
624,69.377990430622
625,71.29186602870813
626,72.24880382775119
627,67.94258373205741
628,67.94258373205741
629,72.24880382775119
630,73.20574162679426
631,70.33492822966507
632,73.20574162679426
633,69.377990430622
634,66.50717703349282
635,68.42105263157895
636,68.42105263157895
637,74.16267942583733
638,68.89952153110048
639,72.72727272727273
640,68.89952153110048
641,69.85645933014354
642,71.29186602870813
643,74.16267942583733
644,71.77033492822966
645,73.68421052631578
646,69.377990430622
647,68.42105263157895
648,72.72727272727273
649,72.24880382775119
650,73.20574162679426
651,66.98564593301435
652,73.20574162679426
653,68.42105263157895
654,71.77033492822966
655,68.42105263157895
656,73.20574162679426
657,69.85645933014354
658,72.72727272727273
659,72.72727272727273
660,71.77033492822966
661,69.85645933014354
662,67.46411483253588
663,69.377990430622
664,73.68421052631578
665,71.29186602870813
666,72.72727272727273
667,68.89952153110048
668,73.20574162679426
669,66.98564593301435
670,66.02870813397129
671,71.29186602870813
672,68.89952153110048
673,69.85645933014354
674,72.72727272727273
675,74.16267942583733
676,72.24880382775119
677,74.16267942583733
678,71.77033492822966
679,73.68421052631578
680,71.77033492822966
681,72.24880382775119
682,71.29186602870813
683,66.98564593301435
684,67.46411483253588
685,68.89952153110048
686,69.85645933014354
687,68.42105263157895
688,73.20574162679426
689,72.72727272727273
690,72.72727272727273
691,70.81339712918661
692,71.77033492822966
693,69.377990430622
694,67.46411483253588
695,67.94258373205741
696,69.377990430622
697,72.72727272727273
698,71.77033492822966
699,71.77033492822966
700,71.29186602870813
701,68.89952153110048
702,68.89952153110048
703,70.81339712918661
704,70.81339712918661
705,67.94258373205741
706,69.85645933014354
707,73.68421052631578
708,68.42105263157895
709,67.94258373205741
710,72.72727272727273
711,71.77033492822966
712,73.20574162679426
713,71.77033492822966
714,74.64114832535886
715,70.33492822966507
716,73.20574162679426
717,69.377990430622
718,69.85645933014354
719,66.98564593301435
720,72.24880382775119
721,68.89952153110048
722,69.85645933014354
723,72.24880382775119
724,68.89952153110048
725,69.377990430622
726,69.377990430622
727,68.89952153110048
728,68.89952153110048
729,74.64114832535886
730,69.85645933014354
731,72.24880382775119
732,71.77033492822966
733,69.85645933014354
734,69.377990430622
735,72.72727272727273
736,72.72727272727273
737,72.24880382775119
738,74.64114832535886
739,72.72727272727273
740,68.89952153110048
741,72.24880382775119
742,70.33492822966507
743,67.94258373205741
744,72.72727272727273
745,69.85645933014354
746,72.72727272727273
747,74.16267942583733
748,73.20574162679426
749,73.20574162679426
750,67.46411483253588
751,73.20574162679426
752,73.20574162679426
753,67.94258373205741
754,68.42105263157895
755,68.89952153110048
756,71.77033492822966
757,72.72727272727273
758,68.89952153110048
759,68.42105263157895
760,70.81339712918661
761,71.77033492822966
762,68.89952153110048
763,69.377990430622
764,72.24880382775119
765,72.24880382775119
766,70.33492822966507
767,67.46411483253588
768,73.20574162679426
769,68.89952153110048
770,68.89952153110048
771,73.20574162679426
772,67.94258373205741
773,72.24880382775119
774,69.377990430622
775,67.46411483253588
776,70.81339712918661
777,73.68421052631578
778,67.46411483253588
779,69.377990430622
780,68.42105263157895
781,71.77033492822966
782,68.42105263157895
783,73.68421052631578
784,72.72727272727273
785,66.02870813397129
786,67.46411483253588
787,69.85645933014354
788,70.33492822966507
789,72.72727272727273
790,66.98564593301435
791,72.24880382775119
792,67.94258373205741
793,68.89952153110048
794,70.81339712918661
795,70.33492822966507
796,70.81339712918661
797,70.81339712918661
798,68.89952153110048
799,68.89952153110048
800,72.24880382775119
801,72.24880382775119
802,72.72727272727273
803,68.89952153110048
804,71.29186602870813
805,69.377990430622
806,69.85645933014354
807,69.377990430622
808,70.81339712918661
809,70.81339712918661
810,69.85645933014354
811,69.377990430622
812,67.94258373205741
813,68.89952153110048
814,69.85645933014354
815,67.94258373205741
816,73.20574162679426
817,67.94258373205741
818,68.89952153110048
819,73.20574162679426
820,70.81339712918661
821,73.68421052631578
822,74.16267942583733
823,68.42105263157895
824,70.33492822966507
825,69.377990430622
826,72.24880382775119
827,68.42105263157895
828,72.24880382775119
829,68.42105263157895
830,67.94258373205741
831,73.68421052631578
832,67.46411483253588
833,66.02870813397129
834,68.89952153110048
835,66.98564593301435
836,72.72727272727273
837,71.29186602870813
838,74.16267942583733
839,71.29186602870813
840,67.46411483253588
841,72.24880382775119
842,72.72727272727273
843,66.98564593301435
844,72.24880382775119
845,73.20574162679426
846,70.81339712918661
847,71.29186602870813
848,66.98564593301435
849,70.33492822966507
850,67.46411483253588
851,68.89952153110048
852,70.81339712918661
853,73.20574162679426
854,75.11961722488039
855,73.68421052631578
856,73.20574162679426
857,66.98564593301435
858,71.77033492822966
859,67.94258373205741
860,69.85645933014354
861,70.81339712918661
862,71.77033492822966
863,67.46411483253588
864,71.77033492822966
865,69.377990430622
866,66.02870813397129
867,68.42105263157895
868,72.72727272727273
869,68.42105263157895
870,72.72727272727273
871,69.85645933014354
872,68.42105263157895
873,73.68421052631578
874,71.77033492822966
875,75.11961722488039
876,67.94258373205741
877,73.68421052631578
878,68.42105263157895
879,66.02870813397129
880,73.20574162679426
881,74.16267942583733
882,69.377990430622
883,73.68421052631578
884,73.20574162679426
885,70.33492822966507
886,73.20574162679426
887,68.89952153110048
888,72.72727272727273
889,72.24880382775119
890,67.94258373205741
891,69.85645933014354
892,72.24880382775119
893,73.68421052631578
894,69.85645933014354
895,71.77033492822966
896,73.68421052631578
897,69.377990430622
898,67.94258373205741
899,69.85645933014354
900,73.68421052631578
901,71.77033492822966
902,74.16267942583733
903,73.20574162679426
904,73.20574162679426
905,72.72727272727273
906,74.16267942583733
907,70.33492822966507
908,74.16267942583733
909,74.16267942583733
910,69.377990430622
911,72.72727272727273
912,69.85645933014354
913,71.29186602870813
914,68.89952153110048
915,72.72727272727273
916,73.68421052631578
917,72.72727272727273
918,68.89952153110048
919,67.94258373205741
920,73.68421052631578
921,67.94258373205741
922,73.20574162679426
923,72.24880382775119
924,72.72727272727273
925,68.42105263157895
926,68.89952153110048
927,72.72727272727273
928,66.98564593301435
929,70.81339712918661
930,73.20574162679426
931,68.89952153110048
932,72.24880382775119
933,71.29186602870813
934,67.46411483253588
935,71.77033492822966
936,74.16267942583733
937,71.77033492822966
938,73.20574162679426
939,72.24880382775119
940,71.29186602870813
941,71.77033492822966
942,73.68421052631578
943,71.77033492822966
944,73.68421052631578
945,67.46411483253588
946,69.377990430622
947,73.68421052631578
948,69.377990430622
949,69.377990430622
950,71.29186602870813
951,68.42105263157895
952,73.68421052631578
953,69.377990430622
954,70.81339712918661
955,71.77033492822966
956,71.77033492822966
957,72.24880382775119
958,66.50717703349282
959,74.16267942583733
960,68.89952153110048
961,69.377990430622
962,70.33492822966507
963,71.77033492822966
964,67.94258373205741
965,67.46411483253588
966,68.89952153110048
967,69.85645933014354
968,68.42105263157895
969,73.20574162679426
970,71.29186602870813
971,71.77033492822966
972,72.72727272727273
973,69.377990430622
974,72.72727272727273
975,73.20574162679426
976,67.46411483253588
977,68.42105263157895
978,72.72727272727273
979,73.20574162679426
980,69.377990430622
981,73.20574162679426
982,73.20574162679426
983,69.85645933014354
984,73.68421052631578
985,66.50717703349282
986,67.94258373205741
987,72.24880382775119
988,71.77033492822966
989,75.11961722488039
990,68.89952153110048
991,73.20574162679426
992,67.94258373205741
993,71.29186602870813
994,67.94258373205741
995,71.29186602870813
996,71.77033492822966
997,69.377990430622
998,72.72727272727273
999,73.68421052631578
