,Accuracy
0,66.50717703349282
1,66.50717703349282
2,66.50717703349282
3,66.50717703349282
4,66.50717703349282
5,66.50717703349282
6,66.50717703349282
7,66.02870813397129
8,66.02870813397129
9,66.02870813397129
10,66.50717703349282
11,66.50717703349282
12,66.02870813397129
13,66.50717703349282
14,66.50717703349282
15,66.02870813397129
16,66.50717703349282
17,66.50717703349282
18,66.50717703349282
19,66.02870813397129
20,66.50717703349282
21,66.02870813397129
22,66.50717703349282
23,66.02870813397129
24,66.02870813397129
25,66.02870813397129
26,66.50717703349282
27,66.50717703349282
28,66.02870813397129
29,66.02870813397129
30,66.02870813397129
31,66.50717703349282
32,66.50717703349282
33,66.02870813397129
34,66.02870813397129
35,66.02870813397129
36,66.50717703349282
37,66.02870813397129
38,66.02870813397129
39,66.50717703349282
40,66.50717703349282
41,66.02870813397129
42,66.50717703349282
43,66.02870813397129
44,66.50717703349282
45,66.02870813397129
46,66.02870813397129
47,66.02870813397129
48,66.50717703349282
49,66.50717703349282
50,66.02870813397129
51,66.50717703349282
52,66.50717703349282
53,66.50717703349282
54,66.50717703349282
55,66.02870813397129
56,66.50717703349282
57,66.02870813397129
58,66.02870813397129
59,66.50717703349282
60,66.50717703349282
61,66.02870813397129
62,66.02870813397129
63,66.50717703349282
64,66.50717703349282
65,66.02870813397129
66,66.50717703349282
67,66.02870813397129
68,66.50717703349282
69,66.50717703349282
70,66.02870813397129
71,66.02870813397129
72,66.02870813397129
73,66.50717703349282
74,66.02870813397129
75,66.02870813397129
76,66.02870813397129
77,66.50717703349282
78,66.50717703349282
79,66.02870813397129
80,66.02870813397129
81,66.02870813397129
82,66.02870813397129
83,66.02870813397129
84,66.50717703349282
85,66.02870813397129
86,66.50717703349282
87,66.50717703349282
88,66.50717703349282
89,66.50717703349282
90,66.02870813397129
91,66.50717703349282
92,66.02870813397129
93,66.50717703349282
94,66.50717703349282
95,66.02870813397129
96,66.50717703349282
97,66.02870813397129
98,66.50717703349282
99,66.50717703349282
